data_envio	estado	cidade	endereco	data_ocorrencia	forma	vitima	tipo	transfobia_quem	homofobia_quem	lesbofobia_quem	descricao	geocode_address	latitude	longitude
03/03/2016 19:21:28	Bahia	Moreré		20/08/2014	Violência verbal	Eu presenciei	Homofobia		Gay		Um grupo de rapazes fez xingamentos em alto tom a dois namorados gays que passeavam pela praia de Morere na ilha de Boipeba na Bahia.	 Moreré Bahia	-13.631768	-38.888512
03/03/2016 19:30:51	São Paulo	Diadema	Av antonio piranga, 700	14/03/2010	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Fui ao pronto socorro devido a dores por pedra na vesícula. A técnica de enfermagem não conseguia pegar minha veia para medicação. Comentei que eu estava ficando com os braços roxos. O médico plantonista que estava junto disse que eu não reclamava quando meu marido chupava meu pescoço e ne deixava roxa. Ali o médico se mostrou inoportuno e misógino. Respondo que eu tinha uma esposa e que ela não me deixava roxa. Então o médico começou a dançar na sala de medicação cantarolando "big shoes, big shoes..." E, a técnica de enfermagem, furando meu braço, dizendo que eu era pecadora porque deus dava livre arbítrio.	Av antonio piranga, 700 Diadema São Paulo	-23.6860757	-46.617227
03/03/2016 19:35:24	Minas Gerais	Ouro Preto	Centro Histórico	02/12/2012	Discriminação	Eu fui a vítima	Homofobia		Gay		Morava em uma república, estava com o meu ficante da época. Os ex-moradores da casa descobriram e tentaram me agredir e me expulsar da casa. A cidade de OURO PRETO tem todo um histórico de repúblicas tradicionais onde LGBTs não são aceitos e são discriminados. Tive de sair da casa para não ser agredido, as pessoas que moravam comigo sabiam de mim e também eram gays, nos defendemos. No fim ficou tudo bem. Depois acabamos com a república e os ex moradores espalharam pela cidade que usávamos a casa para realização de orgias. 	Centro Histórico Ouro Preto Minas Gerais	-20.3804396	-43.5124041
03/03/2016 19:48:11	Rio Grande do Sul	Porto Alegre 	Cidade baixa 	10/01/2016	Violência física	Eu fui a vítima	Lesbofobia			Lésbica	Homens assediando eu e a menina que eu estava ficando. Ficavam gritando pra gente e falando coisas obscenas, coisas como "quero meter entre vcs duas", "duas gostosas", "que desperdício". Chegaram a nos perseguir e discuti com alguns deles, e então começaram a nos chamar de "lésbicas nojentas", "vadias", disseram inclusive que não deveríamos sair na rua. Foi aí que desistimos de ficar na rua e voltamos pra casa. 	Cidade baixa  Porto Alegre  Rio Grande do Sul	-30.0401989	-51.2226127
03/03/2016 19:59:13	Mato Grosso	Rondonópolis	Escola cie	15/06/2013	Violência física	Eu presenciei	Homofobia		Gay		Em um ensaio de festa junina da escola, na parte do tunel do amor, um menino homossexual estava passando e outro menino que estava fazendo o túnel deu uma joelhada na boca dele enquanto a vítima estava passando	Escola cie Rondonópolis Mato Grosso	-16.4654757	-54.6387229
03/03/2016 20:00:30	Rio de Janeiro	Saquarema	av  saquarema	07/02/2016	Violência física	Eu fui a vítima	Homofobia		Gay		Eu estava saindo com um menino e atiraram uma pedra enorme na gente, que então pegou em mim. 	av  saquarema Saquarema Rio de Janeiro	-22.9131205	-42.4765158
03/03/2016 10:50:48	São Paulo	São Paulo	Rua Peixoto Gomide, 625	27/03/2014	Discriminação	Eu fui a vítima	Homofobia				Ao tentar doar sangue, ouvi de uma médica do Hospital 9 de Julho que meu sangue era ruim e que eu era uma exceção entre os gays por não ser promíscuo. Era doador de sangue frequente e, depois desse fato, nunca mais consegui ir a um banco de sangue.	Rua Peixoto Gomide, 625 São Paulo São Paulo	-23.5595774	-46.65561719999999
03/03/2016 20:04:06	Rio Grande do Sul	Porto Alegre	Hospital Conceição	09/01/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Um homem me chamou de "viadinho" e "bonequinha" na rua.	Hospital Conceição Porto Alegre Rio Grande do Sul	-30.0346471	-51.2176584
03/03/2016 20:12:58	Pernambuco	Cabo de Santo Agostinho	Praia de Calhetas	18/11/2012	Assassinato		Homofobia		Gay		Lucas Fortuna, foi espancado e jogado ao mar, onde veio a falecer por afogamento.	Praia de Calhetas Cabo de Santo Agostinho Pernambuco	-8.3338133	-34.9589308
03/03/2016 20:34:15	Bahia	salvador	shopping salvador	01/02/2015	Discriminação	Eu fui a vítima	Homofobia		Gay		Discriminação por andar de mãos dadas com namorado.	shopping salvador salvador Bahia	-12.9754909	-38.4529059
03/03/2016 20:44:16	Paraná	Campo Mourão	Fórum	16/02/2016	Discriminação	Eu fui a vítima	Homofobia		Bissexual		Acusação falsa.	Fórum Campo Mourão Paraná	-24.0436553	-52.3781098
03/03/2016 20:44:39	Rio de Janeiro	Rio de Janeiro	Copacabana	20/01/2016	Discriminação	Eu fui a vítima	Homofobia		Gay		Grupo de menores perguntou: " Ah, qual foi vocês são viado?" com tom de deboche para mim e meu irmão.	Copacabana Rio de Janeiro Rio de Janeiro	-22.9697777	-43.1868592
03/03/2016 20:47:11	São Paulo	Guarulhos	Avenida Otavio Braga de Mesquita	20/12/2014	Violência verbal	Eu fui a vítima	Homofobia		Gay		Estava voltando para casa, um homem dentro de um carro me gritou viado e começou a me seguir com seu carro. 	Avenida Otavio Braga de Mesquita Guarulhos São Paulo	-23.4473011	-46.5084321
03/03/2016 20:48:57	Paraná	Curitiba	Centro	20/01/2016	Violência verbal	Eu fui a vítima	Bifobia				Sou homem, cis e bissexual, e a bifobia está bastante presente na minha vida. Inclusive já foram vários casos de agressão verbal, de forma completamente gratuita, unicamente por esse fato. Ouço frequentemente, tanto de heteros quanto gays, que a bissexualidade não existe, ou é só uma fase, me diagnosticando como covarde em admitir minha “real” sexualidade. Já sofri agressões verbais em baladas, por “amigos” e colegas, e também por pessoas as quais tentei me relacionar, alegando que não estávamos na mesma fase (oi?). Hoje, consigo dizer com a cabeça erguida, que sou bi, entretanto nem sempre foi fácil, inclusive, existem locais, como no trabalho, em que não posso expressar abertamente minha bissexualidade, pelo medo que o julgamento errado dos colegas/chefe cause problemas na minha profissão.	Centro Curitiba Paraná	-25.4289541	-49.267137
03/03/2016 20:53:49	Rio de Janeiro	Rio de Janeiro	Praia da barra da tijuca, altura da alvorada	15/01/2015	Violência física	Eu fui a vítima	Homofobia		Gay		Oi! Eu escrevo pra um blog e fiz questão de compartilhar esse acontecimento lá. Tá meio formal e bem narrativo, copiei de lá pra não ter que escrever e relembrar tudo outra vez. Ok? Além desse caso, os shoppings sempre nos olham com desgosto, num evento de música eletrônica, Happy Holli, a policia veio pedir pra gente se retirar "porque tinha família ali", entre outras situações infelizes. Aí vai o textamento: Parte I: Dia 15 de janeiro de 2015. Meu namorado fez aniversário e nós fomos a praia com uns amigos dele. Fomos à praia no Rio. Dia vai e dia vem, fomos entrar na água. Aquele calor infernal, aquela água gostosa e tal. Não estávamos nos agarrando, se demos -dois- selinhos foi muito. Estava sem óculos, não via nada. Eu comecei a me sentir mal do nada. Como se o ar estivesse me avisando algo. Olho pro lado e vejo um borrão de homens vindo pra nossa direção, eram mais ou menos 15 homens. Alguns deles disseram "aqui tem família, sai com essa viadagem pra lá", "porque vocês estão fazendo isso aqui?". Era uma frieza absurda, foi quase irônico. Virei pro meu namorado e disse "Thiago. Vamos sair daqui", ele nem se tocou, mas saiu. Por muito pouco eles não nos cercaram e nos pegaram, perto da areia passei a menos de 5 metros de um deles. Corremos da areia e aí a ficha caiu no Thiago e ele entrou em pânico. "Agora eu to com medo, eles estão nos seguindo", ele disse. Parte II: Saindo da areia, subimos pra ciclovia. Eu sem óculos, não via um palmo a minha frente nítido. Meu namorado olhando pra areia não entendendo muito bem se os caras estavam nos seguindo ainda ou não. Quando ali em cima uma mulher chegou e disse "Gente! Meus amigos estão na água, estão controlando a situação. Nós vimos o que ia acontecer. Eu e meu namorado somos lutadores, meu namorado quebra 10 deles facilmente. Bandido sempre vem pra cá, é muito perigoso. Nós nunca viemos aqui sozinhos e até juntos evitamos. Nada a ver isso, vocês estavam só juntos, namorando, normal. Vocês estão bem? Tá tudo bem? Eles fizeram algo com vocês? Vamos procurar alguma viatura!". Obs.: essa mulher que nos ajudou, disse que os 15 que estavam na água fizeram sinal e chamaram mais homens que estavam na areia com um sinal de "vamos eliminar" ou "vamos matar". Lá de cima, eu não enxergava nada, mas meu namorado disse que os 15 caras que nos abordaram na água estavam cercando a galera que estava com a gente. Nossos amigos partiram pra cima dos caras pra nos ajudar. O pessoal que tava com a gente eram três meninas e um menino, pequenos, bobos, alcoolizados, frágeis e, de certa maneira, um grupo de crianças. Meu namorado começou a se desesperar de verdade. Portanto, corremos pra viatura. Os policiais não fizeram nada útil, um deles pelo menos fingiu e deu conselho "nunca vem pra cá, a favelada tá sempre aqui. Sempre tem assalto, arrastão e esse tipo de situação". Conclusão a mulher malhadona que veio até a gente na ciclovia e o grupo de amigos dela, lutadores, interviram e nos ajudaram. Eles impediram aqueles rapazes de nos matarem afogados. Nós e os amigos do meu namorado. Parte III: Fiquei na viatura esperando meu namorado e a marombada irem buscar nossos amigos. Não houve briga. Ninguém se feriu ou machucou. Todos nos encontramos ali no fim.. pera, eu disse fim? Ainda não. Ficamos ali, meu namorado começou a chorar descontroladamente "eu nunca amei ninguém como eu amo o Valentino, eu nunca liguei pra isso! Agora que eu quero, que eu to vivendo e que sou feliz, todas essas situações acontecem! Meu Deus, que droga! Eles não podem ver duas pessoas se amando?" e pior (se é que dava pra ficar), uma amiga dele disse "eu sempre passo por isso, homofóbicos sempre tentam contra". Ficamos ali, ao lado da viatura. Adivinha quem passa ao nosso lado rindo? Aquelas pessoas insanas. O que a polícia fez? Nada, nem olhou. Os nossos amigos começaram a berrar "ALÁ! SÃO ELES! NÃO VÃO FAZER NADA?" "É O SEU TRABALHO" "ALÁ! ALÁ" agora o policial legal tinha ido embora e só tinha um babaca lá, ele disse "os homens vieram e falaram que está tudo resolvido, portanto, vocês vão embora". Entretanto, entre nós e o ponto, um pouco após a viatura, estavam os bandidos parados, rindo e olhando pra gente, quase que esperando. Tava trânsito em ambos sentidos.  No fim, acho que desistiram porque sumiram. O policial enfiou a gente num ônibus gratuitamente até o ponto, a Alvorada. Detalhe: trânsito parado e o ônibus ia passar onde os caras deviam estar e pra onde, provavelmente, estavam indo. Delícia de vida. Aqui termina um dia, MARAVILHOSO, de duas pessoas do mesmo sexo que estavam apenas se amando. 	Praia da barra da tijuca, altura da alvorada Rio de Janeiro Rio de Janeiro	-22.9068467	-43.1728965
03/03/2016 12:28:40	São Paulo	São Paulo	Rua Augusta, 974	04/08/2014	Violência física	Eu fui a vítima	Homofobia				Na noite do dia 2 de agosto, após sairmos de um barzinho na Augusta (sim, na Augusta, um dos maiores points qays que eu conheço), meu namorado e eu fomos comer no Sukiya, um restaurante localizado no número 974. Pedimos nossa comida, sentamos e jantamos. Depois de terminarmos, meu namorado foi ao banheiro e me deu um selinho de "até logo". Assim que me vi sozinho na mesa, dois homens me abordaram, um de cada lado - me acuando -, um garçom e outro rapaz que depois identifiquei como o segurança do local, reprimindo, recriminando, e me hostilizando sobre a atitude singela que acabara de cometer. Usando o tipo de argumentação mais vazia e nojenta (argumentação nada, usando desculpas das mais cruéis e covardes), esses sujeitos bradavam: "Não tenho nada contra, mas esse é um restaurante de família; temos que prezar pelo respeito nesse ambiente; tem uma criança na mesa ao lado; vocês tem que procurar um lugar adequado pra fazer isso, aqui não é balada", e um absurdo "desculpa o inconveniente". Não desculpei. Disse em bom som que não desculpava. Disse que não permitiria que tamanha ofensa, tamanha hostilidade, fossem absolvidas com um fútil pedido de desculpas. Nisso, quando meu namorado voltou do banheiro, contei do ocorrido. Barato não ia ficar. Fui até a mesa da família que supostamente estaria ofendidíssima com nosso gesto e perguntei se aquilo os incomodava. O pai disse que de maneira nenhuma, que ele não se incomodou em nada. As crianças, supostas vítimas do imensurável indecoro, continuavam comendo suas refeições, indiferentes a quaisquer uns que viessem a se beijar no campo de visão deles. Meu namorado e eu nos beijamos de novo. Foi o suficiente para o garçom usar de desproporcional força física para tentar nos tirar dali. Com um tranco, me separei do meu namorado, e em meio àquela confusão surreal que acabara de se instaurar, vi o garçom desferindo socos na cara do meu namorado. Socos. Meu namorado fez o possível para se defender, enquanto eu e o pai da família, que viera de sobressalto desde sua mesa no fim do salão, tentávamos apartar o brutamontes. Sangue pingava do nariz do meu namorado, sangue no rosto, nas mãos, nas roupas, no chão. Liguei para a polícia imediatamente. Tão imediatamente quanto o garçom foi ocultado para o interior do estabelecimento. Tão imediatamente quanto o segurança nos puxou pra um canto e começou a nos ameaçar. "Você vai querer falar de preconceito aqui? Eu vou quebrar a sua cara", ele me disse. "Quer que eu tire mais sangue de você?", disse ao meu namorado. A viatura chegou e fomos para a delegacia, meu namorado como vítima, eu como testemunha e o garçom como agressor-tentando-se-passar-por-vítima. Já não bastasse a indignação e a raiva, nos deparamos com um aparato policial despreparado, machista e desrespeitoso, o que aumenta ainda mais a sensação de impotência. Já na delegacia, durante as cinco horas em que esperamos e esperamos, os policiais e escrivão tentavam insistentemente nos dissuadir da ideia de requerer um inquérito. "É mais fácil vocês chegarem a um acordo com o cara, tem dois flagrantes na frente e vocês só vão sair daqui amanhã a noite. Então é mais fácil vocês fazerem um acordo e voltarem pra curtir a noite, ainda dá tempo...". Apesar do menosprezo com a dor alheia (não, seu policial, não é uma questão de hombridade ferida; é um dever cívico enquanto homem gay agredido levar essa história até as últimas consequências), insistimos. Só sairíamos de lá com um B.O. em mãos e um inquérito instaurado.Fomos obrigados a ouvir o garçom afirmando que foi legítima defesa - como se ele precisasse se defender de um rapaz que nada fazia a não ser tentar proteger seu rosto e foram precisas três pessoas para deter o garçom e nenhuma pra deter meu namorado (legítima defesa contra quê?) - que aquele era um restaurante japonês e que a função dele era garantir que a tradição fosse respeitada, que se fosse um casal hétero ele faria a mesma coisa, por que na semana passada ele teve que tirar a força um casal hétero que transava no banheiro a força (juro que ele comparou um selinho à atentado ao pudor). Fomos obrigados a lidar com o absurdo fato de que o agressor estava sendo veladamente protegido pelos policiais; a tomada de posição, mesmo que mascarada, era evidente	Rua Augusta, 974 São Paulo São Paulo	-23.5531697	-46.6551645
03/03/2016 13:39:09	São Paulo	São Paulo	Escola Estadual Maria Luiza de Andrade Martins Roque	01/08/2014	Discriminação	Eu presenciei	Lesbofobia			Lésbica	Minha amiga lésbica se declarou em público para a namorada dela durante o intervalo do colégio. Porém, a diretoria não gostou, as separou no momento em que estava ocorrendo, e disse para parar com o "showzinho", antes tivesse parado por aí os insultos, mas foi além, chamaram as mães delas, e informaram que uma das duas teria que mudar de colégio, e caso as mães não tomassem essa atitude a própria diretoria iriam expulsa-las. Acabou que a minha amiga mudou de escola, pois "não achou justo prejudica-la" por uma ideia que veio dela. Pouco tempo depois, acredito que um ano após, um garoto se declarou para a namorada dele, e a diretoria o aplaudiu dizendo que era lindo o ato dele. Irônico "né" não? 	Escola Estadual Maria Luiza de Andrade Martins Roque São Paulo São Paulo	-23.5505199	-46.63330939999999
03/03/2016 13:45:50	São Paulo	São Paulo	Rua Artur de Azevedo	18/07/2010	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	Eu estava com minha ex namorada encostada em uma muretinha, quando percebemos que um senhor estava nos olhando, se masturbando e falando coisas nojentas sobre nós duas juntas. Minha ex foi pra cima dele, e ele saiu correndo. Fiquei tremendo de medo	Rua Artur de Azevedo São Paulo São Paulo	-23.5627452	-46.6818838
03/03/2016 21:01:39	Amazonas	Manaus	Escola Leonor Mourão	20/06/2008	Violência física	Eu fui a vítima	Homofobia		Gay		Eu estava na escola e quando saí, fiz o percurso que fazia todos os dias até a casa da minha avó que mora próximo. Na época eu era bem tímido e não tinha muitos amigos, eu quase sempre ia andando sozinho na época. Ao longo do caminho eu percebi que os garotos da minha sala estavam atras de mim, e eles ja mexiam comigo dentro da sala, me chamando de vindo, bixa, baitola, e etc, então eu ja fiquei nervoso porque pensei que eles iam mexer comigo na rua e tinha muito medo de que alguém de fora da escola ouvisse e isso acabasse caindo no ouvido dos meus pais. De repente eles começaram a correr na minha direção e me empurraram no chão, me machuquei na calçada e virei para olhar pra eles,  eles ficaram me xingando e me chutando por bastante tempo, e a rua tinha movimento, as que passavam olhavam e tinha uma construção bem na frente da calçada que eu tinha caído, e os trabalhadores e pedreiros só riam, e gritavam para deixar que era coisa de garoto, claramente não era. Eu sofri bastante no ensino fundamental e início do ensino médio por homofobia. Eu sempre estudei em escola pública e sempre eu era alvo de brincadeiras desse tipo. A coisa começou a melhorar quando eu procurei me entender e me aceitar, foi quando eu percebi que eu não precisava que aquelas pessoas gostassem de mim, mas que me deviam respeito. E quando eu comecei a falar abertamente sobre a minha orientação sexual na escola e em casa, parecia que eu tinha tirado um peso enorme de cima de mim. Talvez seja bastante clichê dizer isso kkk mas foi exatamente o que eu senti. Obrigado pela oportunidade de poder compartilhar isso e quem sabe ajudar outras pessoas a se entenderem e se aceitarem. 	Escola Leonor Mourão Manaus Amazonas	-3.1190275	-60.0217314
03/03/2016 21:22:05	Santa Catarina	Balneário Camboriú 	Rua 2000, Av Brasil	01/07/2012	Violência verbal	Eu fui a vítima	Homofobia		Gay		Eu e uns amigos estavamos na fila do caixa do supermercado quando um cara atrás de nós começou a gritar falando que éramos viados, nojentos e sem vergonhas. Apenas porque estávamos dividindo a conta do churrasco que íamos fazer. 	Rua 2000, Av Brasil Balneário Camboriú  Santa Catarina	-26.9911982	-48.6314883
03/03/2016 21:25:42	Ceará	Fortaleza	Rua Sobral	03/07/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Parei nas escadarias, em frente a igreja metropolitana de fortaleza, para fazer um foto. Então dois homens se aproximaram e começaram a gritar comigo, coisas como: "Viadinho tem que apanhar", "Viado, sai da minha frente ou vais levar porrada".	Rua Sobral Fortaleza Ceará	-3.7251553	-38.5246112
03/03/2016 13:58:36	São Paulo	São Paulo	Jd. São Luiz	13/08/2009	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	Estava com minha namorada, de mãos dadas e conversando, quando uma mulher interrompei a gente e nos ameaçou de diversas formas. Ela chamava mais atenção, falando alto e gesticulando, do que a nossa presença no lugar. 	Jd. São Luiz São Paulo São Paulo	-22.8730746	-47.1367316
03/03/2016 14:07:22	São Paulo	São Paulo	Jardim Paulista	01/10/2012	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Eu sou lésbica e trabalho com moda. As pessoas dizem que moda é muito aberta para a diversidade. Sim, de fato é. Para gays homens e, no máximo, garotas bissexuais. Mas quando você está nesse mercado e é lésbica, as coisas são diferentes. Eu era assistente de estilo em uma marca que hoje pertence ao line-up oficial da SPFW. Estávamos em época de prova de roupa nas modelos e, há pouco tempo, havia mencionado à segunda assistente de estilo sobre minha preferência sexual em um bate-papo descontraído. No dia da prova de roupa, ela puxou o estilista da marca de lado e disse que achava melhor eu não continuar vestindo as modelos pois eu estava 'olhando de forma estranha' para elas. O estilista, gay, ignorou o pedido dela e me deixou concluir o trabalho. E só depois me contou sobre o ocorrido pedindo para que eu fosse mais discreta e não contasse para as pessoas dali sobre minha vida pessoal. Quer dizer, em um papo sobre relacionamentos, por exemplo, eu teria que mentir que minha namoradA na época, era um namoradO. Isso me deixa extremamente desconfortável. Quer dizer, você já saiu do armário.. As pessoas não têm direito de te colocar de volta. Meu trabalho era alfinetar e ajustar as roupas no corpo da modelo e em momento algum pretendi desrespeitá-la. Eu não fui espancada, eu não fui agredida fisicamente, mas nesse dia eu senti uma dor muito grande. Uma dor que me fez desistir de um estágio. Foi um pequeno gesto homofóbico dentro de um ambiente de trabalho que gerou grandes transtornos em minha vida. Eu deixei de acreditar em mim e em minha capacidade para trabalhar. Vai completar 5 anos desde o ocorrido e demorou 3 para eu entender que, na verdade, quem deveria ter parado de trabalhar naquele momento era ela.	Jardim Paulista São Paulo São Paulo	-23.5693243	-46.6565455
03/03/2016 21:42:44	Minas Gerais	Belo Horizonte 	Região do Barreiro	13/12/2015	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava de mãos dadas em uma Praça conversando com o meu "namorado", quando um grupo de jovens passou a cerca de 50 metros nos insultando e usando expressões como "Vira homem", "vai pegar mulher seu viado" e "isso é falta de xota". Eles só foram intimidados pq passou um carro da PM na rua no momento, e eles foram embora.	Região do Barreiro Belo Horizonte  Minas Gerais	-19.9764934	-44.0527275
03/03/2016 21:43:55	Rio de Janeiro	Nilópolis	Estação	03/03/2016	Discriminação	Eu fui a vítima	Homofobia		Gay		Pessoas saíram de perto de mim do meu namorado por termos nos beijados	Estação Nilópolis Rio de Janeiro	-22.8475	-43.38833330000001
03/03/2016 14:25:57	São Paulo	São Paulo	R. Pelotas, 141 - Sesc Vila Mariana	10/01/2015	Violência física	Eu fui a vítima	Homofobia		Gay		Não foi nada que tenha me deixado alguma lesão, mas fui agredido nas costas com uma bengala por um senhor de uns 70 anos por estar abraçado com um rapaz no SESC Vila Mariana. Abraçado. Sem beijo nem "putaria explícita" (como costumam dizer que os gays agem).	R. Pelotas, 141 - Sesc Vila Mariana São Paulo São Paulo	-23.5870563	-46.63574370000001
03/03/2016 21:56:45	Goiás	Goiânia	Centro	19/08/2011	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	Segurei na mão da minha namorada e nos mandaram parar de baixaria e nos xingaram. Mandaram a gente sair do bar.	Centro Goiânia Goiás	-16.6868912	-49.2647943
03/03/2016 21:56:54	Minas Gerais	Varginha		01/01/2002	Violência verbal	Eu fui a vítima	Homofobia		Gay		Fui constantemente agredido por conta da minha orientação sexual dos meus 14 aos meus 20 anos. Fui inferiorizado, marginalizado, ridicularizado, hostilizado e silenciado direta e indiretamente pelas pessoas mais proximas da minha família (pais, avós, tios) e dentro da escola (professores e coordenação) e até pela polícia. Demorei anos para conseguir entender, digerir e superar os traumas que comprometeram minha auto estima e minha percepção de valor próprio.	 Varginha Minas Gerais	-21.5560669	-45.4368543
03/03/2016 22:02:41	Rio de Janeiro	Rio de Janeiro	Rua Maria Angélica	15/12/2015	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Estávamos sentadas numa mesa em um boteco bebendo uma cerveja e conversando, eventualmente nos beijávamos. Um homem mais velho, sentado no balcão, começou a tirar fotos. Percebendo, o repreendemos. Alguns minutos depois, ele repetiu o feito. Começamos uma discussão e todo o bar nos defendeu.	Rua Maria Angélica Rio de Janeiro Rio de Janeiro	-22.9606919	-43.207945
03/03/2016 14:41:55	São Paulo	São Paulo	Parque Mário Covas - Avenida Paulista	15/11/2013	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava acompanhado de um rapaz quando um funcionário do parque disse que lá era um "local de família" e que nós não poderíamos nos beijar lá.	Parque Mário Covas - Avenida Paulista São Paulo São Paulo	-23.5602652	-46.6586152
03/03/2016 14:44:54	São Paulo	São Paulo	Praça Franklin Roosevelt	15/08/2013	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava acompanhado de um rapaz na Praça Roosevelt, em um dia da semana à noite, quando um grupo de pessoas começou a jogar pedras em nós disfarçadamente. Nós estávamos ao lado de um comboio policial, mas isso não intimidou os agressores. Não tivemos outra opção se não sair de lá e procurar um lugar mais seguro.	Praça Franklin Roosevelt São Paulo São Paulo	-23.5484314	-46.6462197
03/03/2016 22:17:20	Rio de Janeiro	rio de janeiro	Praia do Leme	13/11/2015	Violência física	Eu fui a vítima	Lesbofobia			Bissexual	Sou mulher, recém adulta. Um homem sentou a um metro de distancia e se masturbou enquanto eu beijava, de maneira sutil, a minha namorada na praia. Ele continuou mesmo depois de perceber que a gente viu, pegou nossas coisas e saiu de lá. Se masturbou até a gente chegar na calçada.	Praia do Leme rio de janeiro Rio de Janeiro	-22.9671676	-43.1753058
03/03/2016 22:19:55	São Paulo	Campinas	Padaria Romana Barão Geraldo	16/10/2015	Discriminação	Eu fui a vítima	Homofobia		Gay		Meu namoro e eu fomos impedidos de qualquer demonstração de carinho. E, se continuassemos, seriamos convidados a se retirar. Isso saiu da boca do gerente que depois foi chamado para explicar melhor e continuou sendo homofobico dizendo que isso iria 'expulsar' as familias do local. Detalhe que isso ocorreu as 4 am	Padaria Romana Barão Geraldo Campinas São Paulo	-22.8226801	-47.0850446
03/03/2016 22:30:52	Bahia	Firmino Alves	Praça Pompílio Céo	07/10/2014	Violência física	Eu presenciei	Lesbofobia			Lésbica	Uma jovem de 16 anos (na época) foi brutalmente pelos pais da sua namorada tendo diversas fraturas no corpo.	Praça Pompílio Céo Firmino Alves Bahia	-14.9868477	-39.9245742
03/03/2016 22:32:06	Bahia	Vitória da Conquista		07/05/2013	Violência física	Eu fui a vítima	Homofobia		Gay		Tomei um soco no rosto por estar dançando e fui chamado de viado.	 Vitória da Conquista Bahia	-14.8619237	-40.8445346
03/03/2016 22:46:19	Rio Grande do Sul	Canoas	Estação Mathias Velho	17/02/2016	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Fui encontrar minha namorada na estação com um buque de rosas e um homem de uns 50 anos viu nós duas se beijando e se meteu na mossa frente falando que poderiamos mudar se a gente quisesse. Que não existe amor entre pessoas do mesmo sexo, que era só putaria. Mandei ele cuidar de sua vida mas o mesmo ficou repetindo as mesmas coisas na nossa volta sem sair de perto. Muitas pessoas presenciaram a cena mas nada fizeram.	Estação Mathias Velho Canoas Rio Grande do Sul	-29.9012033	-51.21345549999999
03/03/2016 14:47:45	São Paulo	São Paulo	Parque da Juventude	13/12/2010	Violência física	Eu fui a vítima	Homofobia		Gay		Estava acompanhado de um rapaz no Parque da Juventude quando um grupo de adolescentes começou a atirar pedras contra nós. Fomos atingidos por algumas. Começamos a correr e procuramos os seguranças do parque, que afirmaram que iriam atrás dos agressores. Mas em vez de cumprirem com suas palavras eles ficaram parados lá, sem fazer nada.	Parque da Juventude São Paulo São Paulo	-23.5074736	-46.62241299999999
03/03/2016 14:53:41	São Paulo	São Paulo	Estação Paraíso	08/04/2012	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava acompanhado do meu ex-namorado esperando o metrô na estação Paraíso, linha verde. Estávamos abraçados, conversando, quando um homem, acompanhado de sua família, chegou até nós e disse para nós pararmos de fazer aquilo porque havia crianças por perto e elas não eram obrigadas a presenciar aquela cena.	Estação Paraíso São Paulo São Paulo	-23.5761624	-46.6405851
03/03/2016 14:56:55	São Paulo	São Paulo	Próximo à estação Carrão do metrô	18/12/2013	Ameaça	Eu fui a vítima	Homofobia		Gay		Estava voltando de uma entrevista de emprego na zona leste, próximo à estação Carrão do metrô (linha vermelha), quando notei que dois homens estavam apontando para mim e começaram a seguir na minha direção. Apressei o passo e notei que eles apressaram o passo também. Por sorte, estava próximo ao metrô e era de dia. Entrei no metrô e só fui olhar pra trás quando tinha passado da catraca.	Próximo à estação Carrão do metrô São Paulo São Paulo	-23.5505199	-46.63330939999999
03/03/2016 15:00:08	São Paulo	São Paulo	Rua Haddock Lobo, 608 - Starbucks	22/12/2013	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava acompanhado de um rapaz na Starbucks da Haddock Lobo quando um funcionário se aproximou de nós e disse para pararmos de nos beijar.	Rua Haddock Lobo, 608 - Starbucks São Paulo São Paulo	-23.5505199	-46.63330939999999
03/03/2016 23:43:29	Santa Catarina	Florianópolis	Bairro Centro	29/01/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Passando com meu namorado em frente à um prédio fomos provocados por um cara que nos chamou de viados e chamou pra porrada. Não demos bola. 	Bairro Centro Florianópolis Santa Catarina	-27.5922687	-48.5490266
